2024-05-30 16:23:10,777 - Total number of samples: 875
2024-05-30 16:23:13,812 - Epoch: 1
2024-05-30 16:23:13,813 - Current Learning Rate: [0.01]
2024-05-30 16:26:49,608 - Batch [1 / 27], Loss: 10.866867
2024-05-30 16:26:50,226 - Batch [2 / 27], Loss: 9.987002
2024-05-30 16:26:50,831 - Batch [3 / 27], Loss: 7.671079
2024-05-30 16:26:51,453 - Batch [4 / 27], Loss: 8.468950
2024-05-30 16:26:52,059 - Batch [5 / 27], Loss: 9.769629
2024-05-30 16:26:52,674 - Batch [6 / 27], Loss: 9.765451
2024-05-30 16:26:53,290 - Batch [7 / 27], Loss: 8.930173
2024-05-30 16:26:53,894 - Batch [8 / 27], Loss: 10.059126
2024-05-30 16:26:54,508 - Batch [9 / 27], Loss: 10.897914
2024-05-30 16:26:55,123 - Batch [10 / 27], Loss: 9.534689
2024-05-30 16:26:55,728 - Batch [11 / 27], Loss: 11.197405
2024-05-30 16:26:56,343 - Batch [12 / 27], Loss: 9.611873
2024-05-30 16:26:56,960 - Batch [13 / 27], Loss: 9.961787
2024-05-30 16:26:57,566 - Batch [14 / 27], Loss: 9.616045
2024-05-30 16:26:58,181 - Batch [15 / 27], Loss: 8.737357
2024-05-30 16:26:58,794 - Batch [16 / 27], Loss: 9.691121
2024-05-30 16:26:59,402 - Batch [17 / 27], Loss: 10.286879
2024-05-30 16:27:00,014 - Batch [18 / 27], Loss: 10.408818
2024-05-30 16:27:00,631 - Batch [19 / 27], Loss: 7.964374
2024-05-30 16:27:01,235 - Batch [20 / 27], Loss: 9.488495
2024-05-30 16:27:01,852 - Batch [21 / 27], Loss: 9.581871
2024-05-30 16:27:02,457 - Batch [22 / 27], Loss: 11.691540
2024-05-30 16:27:03,072 - Batch [23 / 27], Loss: 11.075458
2024-05-30 16:27:03,687 - Batch [24 / 27], Loss: 7.784996
2024-05-30 16:27:04,292 - Batch [25 / 27], Loss: 8.418507
2024-05-30 16:27:04,906 - Batch [26 / 27], Loss: 7.809047
2024-05-30 16:27:05,520 - Batch [27 / 27], Loss: 9.105339
2024-05-30 16:27:05,544 - Epoch Time: 0.27546197970708214 minutes
2024-05-30 16:27:05,545 - Epoch: 15
2024-05-30 16:27:05,545 - Current Learning Rate: [0.00125]
2024-05-30 16:27:06,126 - Batch [1 / 27], Loss: 8.253549
2024-05-30 16:27:06,743 - Batch [2 / 27], Loss: 7.675991
2024-05-30 16:27:07,359 - Batch [3 / 27], Loss: 8.822797
2024-05-30 16:27:07,964 - Batch [4 / 27], Loss: 8.269029
2024-05-30 16:27:08,575 - Batch [5 / 27], Loss: 10.934432
2024-05-30 16:27:09,182 - Batch [6 / 27], Loss: 8.858523
2024-05-30 16:27:09,797 - Batch [7 / 27], Loss: 9.090322
2024-05-30 16:27:10,410 - Batch [8 / 27], Loss: 8.634660
2024-05-30 16:27:11,025 - Batch [9 / 27], Loss: 9.784617
2024-05-30 16:27:11,630 - Batch [10 / 27], Loss: 8.919696
2024-05-30 16:27:12,244 - Batch [11 / 27], Loss: 9.091726
2024-05-30 16:27:12,858 - Batch [12 / 27], Loss: 7.395373
2024-05-30 16:27:13,466 - Batch [13 / 27], Loss: 10.084441
2024-05-30 16:27:14,080 - Batch [14 / 27], Loss: 10.048753
2024-05-30 16:27:14,696 - Batch [15 / 27], Loss: 8.926879
2024-05-30 16:27:15,300 - Batch [16 / 27], Loss: 10.248303
2024-05-30 16:27:15,916 - Batch [17 / 27], Loss: 10.393790
2024-05-30 16:27:16,529 - Batch [18 / 27], Loss: 9.563870
2024-05-30 16:27:17,146 - Batch [19 / 27], Loss: 9.819076
2024-05-30 16:27:17,760 - Batch [20 / 27], Loss: 9.175945
2024-05-30 16:27:18,375 - Batch [21 / 27], Loss: 9.499218
2024-05-30 16:27:18,980 - Batch [22 / 27], Loss: 8.509698
2024-05-30 16:27:19,597 - Batch [23 / 27], Loss: 11.904032
2024-05-30 16:27:20,198 - Batch [24 / 27], Loss: 8.821088
2024-05-30 16:27:20,817 - Batch [25 / 27], Loss: 7.271624
2024-05-30 16:27:21,430 - Batch [26 / 27], Loss: 10.265475
2024-05-30 16:27:22,037 - Batch [27 / 27], Loss: 9.779010
2024-05-30 16:27:22,059 - Epoch Time: 0.2752459486325582 minutes
2024-05-30 16:27:22,060 - Epoch: 16
2024-05-30 16:27:22,060 - Current Learning Rate: [0.0025]
2024-05-30 16:27:22,651 - Batch [1 / 27], Loss: 9.160405
2024-05-30 16:27:23,266 - Batch [2 / 27], Loss: 9.724451
2024-05-30 16:27:23,871 - Batch [3 / 27], Loss: 9.496763
2024-05-30 16:27:24,486 - Batch [4 / 27], Loss: 8.168981
2024-05-30 16:27:25,099 - Batch [5 / 27], Loss: 8.806547
2024-05-30 16:27:25,704 - Batch [6 / 27], Loss: 9.004606
2024-05-30 16:27:26,319 - Batch [7 / 27], Loss: 8.589883
2024-05-30 16:27:26,933 - Batch [8 / 27], Loss: 8.299251
2024-05-30 16:27:27,538 - Batch [9 / 27], Loss: 8.502319
2024-05-30 16:27:28,150 - Batch [10 / 27], Loss: 9.861791
2024-05-30 16:27:28,761 - Batch [11 / 27], Loss: 9.678724
2024-05-30 16:27:29,371 - Batch [12 / 27], Loss: 8.546322
2024-05-30 16:27:29,985 - Batch [13 / 27], Loss: 8.721088
2024-05-30 16:27:30,590 - Batch [14 / 27], Loss: 9.186262
2024-05-30 16:27:31,205 - Batch [15 / 27], Loss: 7.654534
2024-05-30 16:27:31,819 - Batch [16 / 27], Loss: 9.307939
2024-05-30 16:27:32,424 - Batch [17 / 27], Loss: 9.803904
2024-05-30 16:27:33,039 - Batch [18 / 27], Loss: 8.974042
2024-05-30 16:27:33,661 - Batch [19 / 27], Loss: 8.999925
2024-05-30 16:27:34,266 - Batch [20 / 27], Loss: 8.663698
2024-05-30 16:27:34,885 - Batch [21 / 27], Loss: 10.601291
2024-05-30 16:27:35,498 - Batch [22 / 27], Loss: 7.301784
2024-05-30 16:27:36,106 - Batch [23 / 27], Loss: 9.134851
2024-05-30 16:27:36,720 - Batch [24 / 27], Loss: 9.846277
2024-05-30 16:27:37,341 - Batch [25 / 27], Loss: 8.250172
2024-05-30 16:27:37,944 - Batch [26 / 27], Loss: 9.978456
2024-05-30 16:27:38,560 - Batch [27 / 27], Loss: 8.737560
2024-05-30 16:27:38,590 - Epoch Time: 0.2755096197128296 minutes
2024-05-30 16:27:38,591 - Epoch: 17
2024-05-30 16:27:38,591 - Current Learning Rate: [0.0025]
2024-05-30 16:27:39,173 - Batch [1 / 27], Loss: 7.518174
2024-05-30 16:27:39,778 - Batch [2 / 27], Loss: 10.769869
2024-05-30 16:27:40,392 - Batch [3 / 27], Loss: 8.322477
2024-05-30 16:27:41,007 - Batch [4 / 27], Loss: 8.227878
2024-05-30 16:27:41,612 - Batch [5 / 27], Loss: 9.593676
2024-05-30 16:27:42,227 - Batch [6 / 27], Loss: 9.849912
2024-05-30 16:27:42,831 - Batch [7 / 27], Loss: 8.767388
2024-05-30 16:27:43,446 - Batch [8 / 27], Loss: 8.235617
2024-05-30 16:27:44,061 - Batch [9 / 27], Loss: 8.549456
2024-05-30 16:27:44,665 - Batch [10 / 27], Loss: 10.553799
2024-05-30 16:27:45,280 - Batch [11 / 27], Loss: 7.741073
2024-05-30 16:27:45,896 - Batch [12 / 27], Loss: 7.724861
2024-05-30 16:27:46,501 - Batch [13 / 27], Loss: 11.979341
2024-05-30 16:27:47,116 - Batch [14 / 27], Loss: 8.460738
2024-05-30 16:27:47,729 - Batch [15 / 27], Loss: 8.728741
2024-05-30 16:27:48,334 - Batch [16 / 27], Loss: 7.087971
2024-05-30 16:27:48,948 - Batch [17 / 27], Loss: 7.052578
2024-05-30 16:27:49,561 - Batch [18 / 27], Loss: 10.064325
2024-05-30 16:27:50,167 - Batch [19 / 27], Loss: 8.634676
2024-05-30 16:27:50,780 - Batch [20 / 27], Loss: 8.231317
2024-05-30 16:27:51,395 - Batch [21 / 27], Loss: 10.889094
2024-05-30 16:27:52,000 - Batch [22 / 27], Loss: 8.801419
2024-05-30 16:27:52,613 - Batch [23 / 27], Loss: 7.726925
2024-05-30 16:27:53,229 - Batch [24 / 27], Loss: 8.038255
2024-05-30 16:27:53,832 - Batch [25 / 27], Loss: 10.628749
2024-05-30 16:27:54,447 - Batch [26 / 27], Loss: 8.659504
2024-05-30 16:27:55,051 - Batch [27 / 27], Loss: 10.542664
2024-05-30 16:27:55,075 - Epoch Time: 0.27473304271697996 minutes
2024-05-30 16:27:55,075 - Epoch: 18
2024-05-30 16:27:55,075 - Current Learning Rate: [0.0025]
2024-05-30 16:27:55,666 - Batch [1 / 27], Loss: 9.867752
2024-05-30 16:27:56,278 - Batch [2 / 27], Loss: 8.300974
2024-05-30 16:27:56,886 - Batch [3 / 27], Loss: 7.473495
2024-05-30 16:27:57,498 - Batch [4 / 27], Loss: 9.054110
2024-05-30 16:27:58,115 - Batch [5 / 27], Loss: 9.399118
2024-05-30 16:27:58,721 - Batch [6 / 27], Loss: 10.658078
2024-05-30 16:27:59,334 - Batch [7 / 27], Loss: 9.952056
2024-05-30 16:27:59,949 - Batch [8 / 27], Loss: 8.761710
2024-05-30 16:28:00,555 - Batch [9 / 27], Loss: 9.926165
2024-05-30 16:28:01,165 - Batch [10 / 27], Loss: 7.634176
2024-05-30 16:28:01,778 - Batch [11 / 27], Loss: 7.707038
2024-05-30 16:28:02,384 - Batch [12 / 27], Loss: 8.330100
2024-05-30 16:28:02,996 - Batch [13 / 27], Loss: 9.159313
2024-05-30 16:28:03,613 - Batch [14 / 27], Loss: 8.998544
2024-05-30 16:28:04,217 - Batch [15 / 27], Loss: 6.909642
2024-05-30 16:28:04,826 - Batch [16 / 27], Loss: 9.131285
2024-05-30 16:28:05,434 - Batch [17 / 27], Loss: 7.557655
2024-05-30 16:28:06,047 - Batch [18 / 27], Loss: 8.944062
2024-05-30 16:28:06,661 - Batch [19 / 27], Loss: 7.340477
2024-05-30 16:28:07,268 - Batch [20 / 27], Loss: 8.946899
2024-05-30 16:28:07,881 - Batch [21 / 27], Loss: 9.276324
2024-05-30 16:28:08,495 - Batch [22 / 27], Loss: 8.544061
2024-05-30 16:28:09,101 - Batch [23 / 27], Loss: 9.501885
2024-05-30 16:28:09,714 - Batch [24 / 27], Loss: 9.894773
2024-05-30 16:28:10,323 - Batch [25 / 27], Loss: 7.339552
2024-05-30 16:28:10,934 - Batch [26 / 27], Loss: 9.035882
2024-05-30 16:28:11,539 - Batch [27 / 27], Loss: 9.138749
2024-05-30 16:28:11,562 - Epoch Time: 0.27478767236073814 minutes
2024-05-30 16:28:11,563 - Epoch: 19
2024-05-30 16:28:11,563 - Current Learning Rate: [0.0025]
2024-05-30 16:28:12,151 - Batch [1 / 27], Loss: 7.630917
2024-05-30 16:28:12,766 - Batch [2 / 27], Loss: 9.876574
2024-05-30 16:28:13,372 - Batch [3 / 27], Loss: 7.993478
2024-05-30 16:28:13,980 - Batch [4 / 27], Loss: 9.643968
2024-05-30 16:28:14,590 - Batch [5 / 27], Loss: 9.405499
2024-05-30 16:28:15,198 - Batch [6 / 27], Loss: 7.206470
2024-05-30 16:28:15,806 - Batch [7 / 27], Loss: 8.735931
2024-05-30 16:28:16,413 - Batch [8 / 27], Loss: 8.557447
2024-05-30 16:28:17,021 - Batch [9 / 27], Loss: 9.733598
2024-05-30 16:28:17,631 - Batch [10 / 27], Loss: 8.990302
2024-05-30 16:28:18,237 - Batch [11 / 27], Loss: 8.024109
2024-05-30 16:28:18,846 - Batch [12 / 27], Loss: 9.538262
2024-05-30 16:28:19,457 - Batch [13 / 27], Loss: 8.454095
2024-05-30 16:28:20,060 - Batch [14 / 27], Loss: 8.349191
2024-05-30 16:28:20,673 - Batch [15 / 27], Loss: 8.543131
2024-05-30 16:28:21,277 - Batch [16 / 27], Loss: 10.349566
2024-05-30 16:28:21,889 - Batch [17 / 27], Loss: 9.197395
2024-05-30 16:28:22,503 - Batch [18 / 27], Loss: 7.710963
2024-05-30 16:28:23,109 - Batch [19 / 27], Loss: 9.336401
2024-05-30 16:28:23,718 - Batch [20 / 27], Loss: 9.478297
2024-05-30 16:28:24,328 - Batch [21 / 27], Loss: 10.493971
2024-05-30 16:28:24,934 - Batch [22 / 27], Loss: 9.548215
2024-05-30 16:28:25,542 - Batch [23 / 27], Loss: 11.206738
2024-05-30 16:28:26,152 - Batch [24 / 27], Loss: 9.276114
2024-05-30 16:28:26,758 - Batch [25 / 27], Loss: 7.442723
2024-05-30 16:28:27,367 - Batch [26 / 27], Loss: 10.868952
2024-05-30 16:28:27,978 - Batch [27 / 27], Loss: 6.929200
2024-05-30 16:28:28,001 - Epoch Time: 0.2739623785018921 minutes
2024-05-30 16:28:28,001 - Epoch: 20
2024-05-30 16:28:28,001 - Current Learning Rate: [0.000625]
2024-05-30 16:28:28,583 - Batch [1 / 27], Loss: 11.346602
2024-05-30 16:28:29,193 - Batch [2 / 27], Loss: 9.597363
2024-05-30 16:28:29,804 - Batch [3 / 27], Loss: 9.463617
2024-05-30 16:28:30,411 - Batch [4 / 27], Loss: 9.780812
2024-05-30 16:28:31,023 - Batch [5 / 27], Loss: 9.315600
2024-05-30 16:28:31,635 - Batch [6 / 27], Loss: 10.088102
2024-05-30 16:28:32,242 - Batch [7 / 27], Loss: 8.019513
2024-05-30 16:28:32,852 - Batch [8 / 27], Loss: 7.858507
2024-05-30 16:28:33,456 - Batch [9 / 27], Loss: 7.108294
2024-05-30 16:28:34,064 - Batch [10 / 27], Loss: 8.537172
2024-05-30 16:28:34,670 - Batch [11 / 27], Loss: 8.403822
2024-05-30 16:28:35,277 - Batch [12 / 27], Loss: 7.897510
2024-05-30 16:28:35,881 - Batch [13 / 27], Loss: 8.483502
2024-05-30 16:28:36,491 - Batch [14 / 27], Loss: 9.447394
2024-05-30 16:28:37,093 - Batch [15 / 27], Loss: 10.333399
2024-05-30 16:28:37,703 - Batch [16 / 27], Loss: 6.532948
2024-05-30 16:28:38,308 - Batch [17 / 27], Loss: 8.494421
2024-05-30 16:28:38,915 - Batch [18 / 27], Loss: 8.032981
2024-05-30 16:28:39,520 - Batch [19 / 27], Loss: 7.313873
2024-05-30 16:28:40,129 - Batch [20 / 27], Loss: 10.356666
2024-05-30 16:28:40,733 - Batch [21 / 27], Loss: 8.728254
2024-05-30 16:28:41,341 - Batch [22 / 27], Loss: 7.917780
2024-05-30 16:28:41,948 - Batch [23 / 27], Loss: 9.004655
2024-05-30 16:28:42,554 - Batch [24 / 27], Loss: 7.772170
2024-05-30 16:28:43,161 - Batch [25 / 27], Loss: 8.220457
2024-05-30 16:28:43,767 - Batch [26 / 27], Loss: 8.193519
2024-05-30 16:28:44,374 - Batch [27 / 27], Loss: 7.152690
2024-05-30 16:28:44,409 - Epoch Time: 0.27347232898076373 minutes
